hotel_id,hotel_name,accomodation,star_rating,public_rating,review_count,review_rating,room_count,room_type,room_area,room_facilities,hotel_facilities,additional_info,hotel_description,point_of_interest,latitude,longitude,address,area,city,state,price,hotel_image
1426,Tenderness Guest House,Guest House,0,0,1,2,4,STANDARD ROOM,,Room Service |Cable / Satellite / Pay TV available|Mineral Water| Hot / Cold Running Water|Attached Bathroom,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,"Villupuram Station|Kuyilapalyam, Auroville",11.9368897,79.4872619,"Kuyilapalyam, Auroville, Villupuram,Pondicherry Tamil Nadu","Kuyilapalyam, Auroville",Viluppuram,Tamil Nadu,2465,28
1427,Tansha Comfort Residency,Hotel,3,80,31,4.2,48,Business Room,12 X 19 Sq.ft.,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Breakfast Available|Mini Refrigerator|Attached Bathroom,"Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Coffee Shop / Cafe|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD",Room Service|Gym/Spa|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our check-in and check out time will be 12:00 noon. Early check-in  and late check-out will be chargeable. The Government taxes are as applicable and shall change with immediate effect as and when informed by the Government.,Laxmi Vilas Palace|Vadodara Railway Station|Maharaja Fateh Singh Museum|Sri Aurobindo Niwas|MS University of Baroda|Sursagar Talav|Sayaji Baug|Alkapuri|Vadodara Airport,22.310868,73.176506,"Opp Circuit House,R C Dutt Road, Alkapuri",Alkapuri,Vadodara,Gujarat,6220,30
1428,Suraj Residency Shirdi,Hotel,2,0,0,0,29,AC ROOM,,Room Service |Air Conditioning |Attached Bathroom,Doctor on Call|Parking Facilities Available,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Nagar- Manmad Highway,19.7148041,74.4823199,"Shirdi Rahata Road, Rahata, Nagar-Manmad Highway, Next to HP Petrol Pump Sakuri, Shirdi, Maharashtra 423109",Nagar- Manmad Highway,Shirdi,Maharashtra,11698,2
1429,The Alcor Hotel,Hotel,4,66,12,4.1,65,Deluxe Single Room,,Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Hairdryer (on request)|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone,Bar / Lounge |Beauty Salon - on charge|Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Spa On Site - Chargeable|Local Tour / Travel Desk,Internet Access|Gym/Spa|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly TERMS AND CONDITIONS:- Please note our check in and check out time is 12 Noon.  Early arrival Subject to Availability and on Chargeable Basis. Late Checkout subject to availability and on Chargeable Basis after 14:00 Hours. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Any Booking which made under any promotions will be Non Refundable and Non Cancellable.,Tata Steel Zoological Park|Sonari Airport|Russi Modi Centre of Excellence|Bhuvaneshwari Temple|Bistupur|Keenan Stadium,22.79405547,86.17652788,"Holding No. 4, Ram Das Bhatta, Bistupur, Jamshedpur",Bistupur,Jamshedpur,Jharkhand,8451,19
1430,THE ASHOK BEACH RESORT,Resort,4,0,0,0,29,STANDARD TENT,,"Room Service |Basic Bathroom Amenities|Telephone|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|TV",Bar / Lounge |Doctor on Call|Games Zone|Parking Facilities Available|Front Desk|Tennis Court|Taxi Services,,"The standard check-in time is 01:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over above the paid rates as per actual  hotel discretion. It is mandatory for guests to present valid photo identification at the time of check-in.",Pondicherry Airport|East Coast Road,12.0308704,79.8681907,"East Coast Road, Kalapet Beach, Pondicherry 14, INDIA.",East Coast Road,Pondicherry,Pondicherry,8830,22
1431,Strow Cottages,Cottage,3,78,19,4.6,8,Super Deluxe Room,14 X 16 Sq.ft.,Hairdryer (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Wardrobe|Room Heater|Mirror|Attached Bathroom|Bedside Table|Curtains/Shades|Do-Not-Disturb Notice|Room with Window/Ventilation|Rooms with Attached Bathrooms,"Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Welcome Drinks|Power Backup|Gardens|Catering|Kitchen available (home cook food on request)|Multi - Line Phone|Fire Place Available |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Transfers Available|Veg / Non Veg Kitchens Separate |Car Rental|Express Laundry|Self Check - In|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking (Surcharge)| Cook Services|Party hall|Baggage Room|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|CCTV|Full Time Operation for All 7 Days|Hotel Trading License|Public Restrooms|Speciality Restaurant",Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,"Hadimba Temple|Chandrakhani Pass|Vashist Hot Water Springs and Temples|Tibetan Monasteries|Van Vihar|Manu Temple|Lady Willingdon Hospital|Manali Bus Stand|Civil Hospital|Aleo, Left Bank|Manali 1st Super Market|Club House",32.2396325,77.1887145,"Village-Kanyal, PO- Chhiyal","Aleo, Left Bank",Manali,Himachal Pradesh,6055,23
1432,Stay Simple Raj Gardenia,Resort,2,77,85,3.5,25,Standard Room,12 X 12 Sq.ft.,Alarm Clock|Cable / Satellite / Pay TV available|Telephone|Newspapers|Attached Bathroom,"Swimming Pool|Banquet Facilities|Billiards|Business Center |Concierge|Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Audio - Visual Equipment|Porter / Bellhop|Suitable For Children|Conference Facility |Smoking Rooms|Fire Place Available |Picnic Area|Pool Table|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Taxi Services|Karaoke |Campfire / Bon Fire| Drivers Rest Room|Newspapers In Lobby|Children's Park|Family Room|Room Service (24 Hours)|Party hall|STD / ISD|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility",Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Compulsory Gala Dinner on 31st December, 2014 Adult: Rs. 750 per person Child: Rs. 350 per person",Coorg Bus Stand|Fort and Large Masonry Elephants |Kaveri Nisargadhama |Kushalnagar,12.45173217,75.94055383,"Madapatana, Khushalnagar",Kushalnagar,Coorg,Karnataka,8042,9
1433,STAR INN,Guest House,0,50,2,3,41,Studio Room,,Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Internet Connection In Room| Hot / Cold Running Water,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,Internet Access,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Golconda Fort|Qutub Shahi Tombs|Jubilee Hills Area|Inorbit Mall|Big Cinema|GVK ONE|Durgam Cheruvu|Narshimha Jhira Water Cave Temple at|L V Prasad Eye Institute,17.4158533,78.4136305,"B-91, Jornalist Colony,Jublli Hills, Near Apollo Hospitals",Jubilee Hills Area,Hyderabad,Andhra Pradesh,3030,17
1434,The Baghban Baddi,Resort,3,100,1,5,16,Executive Room,,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|HD / LCD Satellite TV |Attached Bathroom,Business Center |Parking Facilities Available|Power Backup|Internet Access Free|Room Service (24 Hours)|Parking Facility|Suites,Room Service|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Mittian Temple|Pinjore Nalagarh Road,30.90952952,76.81195517,"1, Swarn Square NH 21A, (Pinjore-Baddi Road), Before Baddi Barrier, Village Nawan Nagar",Pinjore Nalagarh Road,Baddi,Himachal Pradesh,3497,17
1435,Summer Green Resort,Resort,3,80,86,3.6,92,Kerela Cottage,17 X 17 Sq.ft.,Air Conditioning |Alarm Clock,"Swimming Pool|Airport Transfer Available / Surcharge|Business Center |Concierge|Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wedding Services Facility|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Conference Facility |Smoking Rooms|Wheelchair Accessibility - Room|Pool Table|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Horse Ride ( Chargeable ) |Car Rental|Kids Play Zone|Board Room|Campfire / Bon Fire|Newspapers In Lobby|Family Room|Party hall|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Pest Control Facility|Porter Services Available|Security at All Hotel Entrances",Room Service|Internet Access|Swimming Pool|Restaurant,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Complimentary Buffet Breakfast 8:00 AM TO 10:30 AM at our Restaurant. Due to technical issues for example TV, AC and Geyser etc not working in your room you can be shifted but there will no refund given back. Any Hotel Property Damage it will be charges per resort policy. During check in time please deposit Rs 1000 by cash or card and it will refundable during check out time by cash Most hotels do not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances.Visitors are not allowed in the room and they can meet in the lobby.After 10 pm visitors are not allowed in the resort.",Shamirpet,17.5690434,78.55535701,"Survey No. 90/A, 111, 112/A, 112B, Thumkunta Village, Shamirpet Mandal, Telangana",Shamirpet,Hyderabad,Andhra Pradesh,6246,28
1436,The Ashtan Sarovar Portico,Hotel,4,79,91,4.1,49,Superior Room,14 X 14 Sq.ft.,Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Reading Lamps|Mineral Water|Climate Control|HD / LCD Satellite TV |Mirror,Business Center |Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Power Backup|Coffee Shop / Cafe|Internet Access Free|Room Service (24 Hours)|Parking Facility|Porter Services Available,Room Service|Internet Access|Restaurant|Free Internet,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.Address proof with photo is mandatory for all the staying guests,if the room is on double occupancy it should be with both the staying guests and same if its triple 2.PAN Card is not a valid proof 3.Driving Licencse,Aadhar Card,Passport and Voter Id Card ( Any One) for an Indian and Valid Passport for a Foreigner is mandatory 4.Hotel will not refund the amount to the guest if the room is not provided in absence of valid proof as  the customers show confirmation vouchers  Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.",India Gate|Red Fort|Qutab Minar|South Delhi|Hauz Khas|Metro Station Hauz Khas|Dilli Haat|AIIMS|R. K. Khanna Tennis Stadium|AASHLOK Hospital|INA Market|Sarojini Nagar Market|Qutab Golf Course|Thyagaraj Sports Complex|Indian Institute of Technology|Deer Park|Siri Fort|Safdarjang Hospital,28.55931519,77.2063726,"C2, Green park Extension, Green Park Extn, Behind Gurudwara, Nr Greenpark Metro Station, New Delhi",Hauz Khas,Delhi,Delhi,7086,7
1437,Suresh Inn,Hotel,2,85,34,4.1,10,Deluxe Room,,"Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Iron / Ironing board available|Microwave Oven Available |Mini bar - On Charge |Internet Connection In Room|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Safe (on request)|Wardrobe|Split A.C's|TV|Mirror|Luxurious Feather Mattresses|Custom Duvets / Linen|Mini Refrigerator|Luggage Rack","Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Secretarial Services|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wedding Services Facility|Catering|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Fax Machine|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Self Check - In|Taxi Services|Board Room|City Shuttle Service|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Party hall|Air / Rail Booking|Baggage Room|Courier Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service",Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried couples should check with hotel to confirm booking. We need ID proof at the time of check in.,Hadapsar|Pune Medicare Multispeciality Hospital|Noble Hospital|Gliding Centre,18.50649042,73.92682669,"151/12, Suresh Complex, Magarpatta Kharadi Road, Hadapsar, Pune",Hadapsar,Pune,Maharashtra,11913,4
1438,Bison River Resort Dandeli- 75kms from Hubli,Resort,3,72,44,3.7,33,Deluxe Cottage,,"Balcony / Terrace|Basic Bathroom Amenities|Ensuite / Private Bathroom|Telephone|Breakfast Available (surcharge)|Reading Lamps|Mineral Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Window Opens|Moisturiser|Bidet|Patio - Property|Coffee Table|Sofa Table / Extra Seats |Mirror|Luggage Rack|Attached Bathroom|Bedside Table|Daily Room Cleaning|In-room Storage Space|Western Toilet Seat",Bar / Lounge |Barbecue Area|Business Center |Doctor on Call|Games Zone|Laundry Service Available|Library|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Power Backup|Gardens|Audio - Visual Equipment|Dance Performances (on demand)|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Conference Facility |Smoking Rooms|Fire Place Available |Jacuzzi|Wheelchair Accessibility - Room|Safari|Boating|Nature Walk|Smoking Area |Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Water Dispenser Available|Taxi Services|Karaoke |Campfire / Bon Fire|Internet Access Free|Newspapers In Lobby|Party hall|Internet / Fax (Reception area only)|RO Water Purification System|Parking Facility|Restaurant|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in time is 12 pm and check out time is 11 am  Early check in/Late check out depends on availability,Ganeshgudi,15.2708746,74.538502,"Village - Ilva, Post - Ganeshgudi, District - Uttar Kannada,",Ganeshgudi,Dandeli,Karnataka,11343,1
1439,Chalet Residency - HSR Layout,Service Apartment,3,57,14,3.7,9,King Suite,,Room Service |Air Conditioning |Ceiling Fan|Telephone,Lift / Elevator|Front Desk|Power Backup|Car Rental|Internet Access Free|Parking (Surcharge)|Outdoor Parking - Secured|Parking Facility,Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Check in and Check out time is 12:00 Noon 2. Need to provide Government ID proof (PAN Card / Driving Licence / Voter ID Card / Aadhar Card),Silk Board|Koramangala,12.9175337,77.6504572,#280  8th Cross 28th Main Sector 1 HSR Layout Bangalore 560 102,Koramangala,Bangalore,Karnataka,4921,2
1440,Blue Stone Lodge,Lodge,0,71,7,3.7,3,Standard Non A/C Room,,Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Coffee Table|Mirror|Attached Bathroom,Laundry Service Available|Front Desk|Gardens|Outdoor Parking - Secured|Parking Facility|Room Service,Room Service,The standard check-in time is 09:00 AM and the standard check-out time is 08:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly No refund applicable in case of any cancellation of ferry due to weather condition and in case of natural calamity. Dinner Supplement compulsory for 20.12.15 till 20.01.2016  Extra to be paid at the hotel directly,Natural Bridge|Bharatpur Beach|Laxamanpur Beach,11.84065236,93.02115237,Laxmanpur near helipad ground Neil Island south andaman,Laxamanpur Beach,Neil Island,Andaman and Nicobar Islands,8205,10
1441,BLU IRIS,Hotel,0,0,0,0,30,Superior,14 X 14 Sq.ft.,Room Service |Housekeeping|Mirror|Daily Room Cleaning|Dustbins,Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Conference Facility |Internet Access Free|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Public Restrooms|Speciality Restaurant,Room Service|Internet Access|Gym/Spa|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Koyambedu|Chetpet Railway Station|Bus Stop - Koyambedu,13.071062,80.2174686,"No 37, Govindan Street, Ayyavoo Naidu Colony, Aminjikarai, Chennai",Koyambedu,Chennai,Tamil Nadu,12531,14
1442,Cambay Resort Udaipur,Resort,4,51,167,2.5,64,Standard Room,10 X 12 Sq.ft.,Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Safe - In - Room |TV,Swimming Pool|Bar / Lounge |Health Club / Gym Facility Available|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Conference Facility |Car Rental,Room Service|Gym/Spa|Swimming Pool|Restaurant,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  Mandatory Christmas Eve gala dinner (25th December'15) :-Rs.1800/- per adult and Rs.1200 per child (Above 5yrs)-Directly payable at hotel.)  Mandatory New Year Eve gala dinner (31st December'15) :-Rs.1800/- per adult and Rs.1200 per child (Above 5yrs)-Directly payable at hotel.) IN KEEPING WITH OUR HEIGHTENED SECURITY PROCEDURES WE/HOTEL REQUEST YOU TO CARRY A POSITIVE PHOTO - IDENTITY OF ALL THE OCCUPANTS/TRAVELLERS OF ROOMS. IT COULD BE YOUR PASSPORT, DRIVING LICENSE, VOTER ID CARD , AADHAR CARD OR PAN CARD. ONLY 02 CHILDREN BELOW 05 YEARS CAN BE ACCOMMODATED IN THE PARENTS ROOM WITH NO EXTRA CHARGE. CHILD ABOVE 5 YRS, PARENTS SHOULD CARRY A PROPER AGE PROOF OF RESPECTIVE CHILD FOLLOWED BY RESPECTIVE CHARGES.","City Palace|Jagdish Temple|Saheliyon Ki Bari|Domestic Airport|Railway Station|Fateh Sagar|Bharatiya Lok Kala Museum|Pratap Memorial|International Airport|Pichhola Lake|Nh-8, Udaipur Ahmedabad Road",24.49523526,73.67571919,"Plot No:- 439-442, RIICO, Bhamashah Industrial Area, Kaladwas, Udaipur","Nh-8, Udaipur Ahmedabad Road",Udaipur,Rajasthan,10368,18
1443,Boomerang Ashvem,Resort,4,55,38,2.9,19,Deluxe Room,,Air Conditioning |TV|Attached Bathroom,"Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Coffee Shop / Cafe|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Baggage Room|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant",Room Service|Internet Access|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Christmas Eve compulsory Gala Dinner : INR 4500/- Inclusive of all taxes New Years Eve compulsory Gala Dinner : INR 4500/- Inclusive of all taxes Gala Dinner charges directly payable at the hotel,Mandrem Beach|Other North Goa Beaches|North Goa,15.6497205,73.7162161,"Near Ajoba Temple,Ashvem Beach,Mandren Goa",Other North Goa Beaches,Goa,Goa,6512,9
1444,Bird Of Paradise - Gera Emerald City,Service Apartment,0,61,18,3.4,21,Standard A/c room,20 X 20 Sq.ft.,Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Clothes Dryer|Crockery / Cutlery|Iron / Ironing board available|Kitchenette|Microwave Oven Available |Internet Connection In Room|Refrigerator|Washing machine|Breakfast Available (surcharge)|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Safe - In - Room |Safe (on request)|Coffee Table|Wardrobe|Split A.C's|TV|Mirror|Mini Refrigerator|Utensils (on request)|Gas Cylinder - Chargeable,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Power Backup|Gardens|Internet Access Free|Outdoor Parking - Secured|Parking Facility,Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We don't allow unmarried couples We don't give apartments for party or get together's,Pune Nagar Road|Pune Airport,18.55388022,73.95183253,"Gera Emerald City,South Zone, Aside EON IT Park, Opp to World Trade Center,Kharadi,Pune - 411014",Pune Nagar Road,Pune,Maharashtra,9889,23
1445,Blue Diamond,Hotel,0,0,0,0,8,Double Bedded Room,,Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Mirror|Attached Bathroom,Doctor on Call|Front Desk|Power Backup|Wake-up Call / Service|Parking Facility|Room Service,Room Service,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Anantnag,33.9937272,75.3199199,"Ganishbal, Pahalgam, Anantnag - 192126, Pahalgam",Anantnag,Pahalgam,Jammu and Kashmir,10258,24
1446,BP1 VILLA,Bungalow,0,0,0,0,1,Exquisite 3BHK Bungalow,,"Room Service |Alarm Clock|Bathrobe (on request) |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Telephone|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Makeup / Shaving Mirror|Bathtub Only|TV|Bathrobes|Mirror|Luggage Rack|Attached Bathroom|Bathtub|Daily Room Cleaning|Dustbins|Phone Messaging Services|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms",Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Smoking Rooms|Extra Person / Child - Share the same room|Food Facility|Baggage Room|Adjoining Rooms|Parking Facility|Room Service|First-Aid Kit at Front Desk,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Mumbai Pune Highway|Lonavala Railway Station,18.7571675,73.4119821,"Mumbai- Pune Highway, Karla, Lonavla, Dist. Pune Maharashtra, Pin 410405",Mumbai Pune Highway,Lonavala,Maharashtra,2913,2
